Estacion,datetime,hour,month,dayofweek,year,is_weekend,NO2,PM2.5,PM1.0
TRANSITORIA-NAVARRO,2020-12-03 16:00:00,16,12,3,2020,0,10.46,13.35,8.68
UNIVERSIDAD DEL VALLE,2020-12-03 16:00:00,16,12,3,2020,0,10.46,13.35,8.68
BASE AÉREA,2020-12-03 17:00:00,17,12,3,2020,0,14.69,16.52,10.74
CAÑAVERALEJO,2020-12-03 17:00:00,17,12,3,2020,0,14.69,16.52,10.74
LA ERMITA,2020-12-03 17:00:00,17,12,3,2020,0,14.69,16.52,10.74
LA FLORA,2020-12-03 17:00:00,17,12,3,2020,0,14.69,16.52,10.74
P_2. ERA OBRERO,2020-12-03 17:00:00,17,12,3,2020,0,14.69,16.52,10.74
TRANSITORIA-NAVARRO,2020-12-03 17:00:00,17,12,3,2020,0,14.69,16.52,10.74
UNIVERSIDAD DEL VALLE,2020-12-03 17:00:00,17,12,3,2020,0,14.69,16.52,10.74
BASE AÉREA,2020-12-03 18:00:00,18,12,3,2020,0,15.9,15.55,10.1
CAÑAVERALEJO,2020-12-03 18:00:00,18,12,3,2020,0,15.9,15.55,10.1
LA ERMITA,2020-12-03 18:00:00,18,12,3,2020,0,15.9,15.55,10.1
LA FLORA,2020-12-03 18:00:00,18,12,3,2020,0,15.9,15.55,10.1
P_2. ERA OBRERO,2020-12-03 18:00:00,18,12,3,2020,0,15.9,15.55,10.1
TRANSITORIA-NAVARRO,2020-12-03 18:00:00,18,12,3,2020,0,15.9,15.55,10.1
UNIVERSIDAD DEL VALLE,2020-12-03 18:00:00,18,12,3,2020,0,15.9,15.55,10.1
BASE AÉREA,2020-12-03 19:00:00,19,12,3,2020,0,20.53,16.86,10.96
CAÑAVERALEJO,2020-12-03 19:00:00,19,12,3,2020,0,20.53,16.86,10.96
LA ERMITA,2020-12-03 19:00:00,19,12,3,2020,0,20.53,16.86,10.96
LA FLORA,2020-12-03 19:00:00,19,12,3,2020,0,20.53,16.86,10.96
P_2. ERA OBRERO,2020-12-03 19:00:00,19,12,3,2020,0,20.53,16.86,10.96
TRANSITORIA-NAVARRO,2020-12-03 19:00:00,19,12,3,2020,0,20.53,16.86,10.96
UNIVERSIDAD DEL VALLE,2020-12-03 19:00:00,19,12,3,2020,0,20.53,16.86,10.96
BASE AÉREA,2020-12-03 20:00:00,20,12,3,2020,0,28.84,24.62,16.0
CAÑAVERALEJO,2020-12-03 20:00:00,20,12,3,2020,0,28.84,24.62,16.0
LA ERMITA,2020-12-03 20:00:00,20,12,3,2020,0,28.84,24.62,16.0
LA FLORA,2020-12-03 20:00:00,20,12,3,2020,0,28.84,24.62,16.0
P_2. ERA OBRERO,2020-12-03 20:00:00,20,12,3,2020,0,28.84,24.62,16.0
TRANSITORIA-NAVARRO,2020-12-03 20:00:00,20,12,3,2020,0,28.84,24.62,16.0
UNIVERSIDAD DEL VALLE,2020-12-03 20:00:00,20,12,3,2020,0,28.84,24.62,16.0
BASE AÉREA,2020-12-03 21:00:00,21,12,3,2020,0,27.85,26.55,17.26
CAÑAVERALEJO,2020-12-03 21:00:00,21,12,3,2020,0,27.85,26.55,17.26
LA ERMITA,2020-12-03 21:00:00,21,12,3,2020,0,27.85,26.55,17.26
LA FLORA,2020-12-03 21:00:00,21,12,3,2020,0,27.85,26.55,17.26
P_2. ERA OBRERO,2020-12-03 21:00:00,21,12,3,2020,0,27.85,26.55,17.26
TRANSITORIA-NAVARRO,2020-12-03 21:00:00,21,12,3,2020,0,27.85,26.55,17.26
UNIVERSIDAD DEL VALLE,2020-12-03 21:00:00,21,12,3,2020,0,27.85,26.55,17.26
BASE AÉREA,2020-12-03 22:00:00,22,12,3,2020,0,24.08,26.31,17.1
CAÑAVERALEJO,2020-12-03 22:00:00,22,12,3,2020,0,24.08,26.31,17.1
LA ERMITA,2020-12-03 22:00:00,22,12,3,2020,0,24.08,26.31,17.1
LA FLORA,2020-12-03 22:00:00,22,12,3,2020,0,24.08,26.31,17.1
P_2. ERA OBRERO,2020-12-03 22:00:00,22,12,3,2020,0,24.08,26.31,17.1
TRANSITORIA-NAVARRO,2020-12-03 22:00:00,22,12,3,2020,0,24.08,26.31,17.1
UNIVERSIDAD DEL VALLE,2020-12-03 22:00:00,22,12,3,2020,0,24.08,26.31,17.1
BASE AÉREA,2020-12-03 23:00:00,23,12,3,2020,0,18.04,23.28,15.13
CAÑAVERALEJO,2020-12-03 23:00:00,23,12,3,2020,0,18.04,23.28,15.13
LA ERMITA,2020-12-03 23:00:00,23,12,3,2020,0,18.04,23.28,15.13
LA FLORA,2020-12-03 23:00:00,23,12,3,2020,0,18.04,23.28,15.13
P_2. ERA OBRERO,2020-12-03 23:00:00,23,12,3,2020,0,18.04,23.28,15.13
TRANSITORIA-NAVARRO,2020-12-03 23:00:00,23,12,3,2020,0,18.04,23.28,15.13
UNIVERSIDAD DEL VALLE,2020-12-03 23:00:00,23,12,3,2020,0,18.04,23.28,15.13
BASE AÉREA,2020-12-04 00:00:00,0,12,4,2020,0,13.44,21.6,14.04
CAÑAVERALEJO,2020-12-04 00:00:00,0,12,4,2020,0,13.44,21.6,14.04
LA ERMITA,2020-12-04 00:00:00,0,12,4,2020,0,13.44,21.6,14.04
LA FLORA,2020-12-04 00:00:00,0,12,4,2020,0,13.44,21.6,14.04
P_2. ERA OBRERO,2020-12-04 00:00:00,0,12,4,2020,0,13.44,21.6,14.04
TRANSITORIA-NAVARRO,2020-12-04 00:00:00,0,12,4,2020,0,13.44,21.6,14.04
UNIVERSIDAD DEL VALLE,2020-12-04 00:00:00,0,12,4,2020,0,13.44,21.6,14.04
BASE AÉREA,2020-12-04 01:00:00,1,12,4,2020,0,10.72,17.35,11.28
CAÑAVERALEJO,2020-12-04 01:00:00,1,12,4,2020,0,10.72,17.35,11.28
LA ERMITA,2020-12-04 01:00:00,1,12,4,2020,0,10.72,17.35,11.28
LA FLORA,2020-12-04 01:00:00,1,12,4,2020,0,10.72,17.35,11.28
P_2. ERA OBRERO,2020-12-04 01:00:00,1,12,4,2020,0,10.72,17.35,11.28
TRANSITORIA-NAVARRO,2020-12-04 01:00:00,1,12,4,2020,0,10.72,17.35,11.28
UNIVERSIDAD DEL VALLE,2020-12-04 01:00:00,1,12,4,2020,0,10.72,17.35,11.28
BASE AÉREA,2020-12-04 02:00:00,2,12,4,2020,0,8.51,16.68,10.84
CAÑAVERALEJO,2020-12-04 02:00:00,2,12,4,2020,0,8.51,16.68,10.84
LA ERMITA,2020-12-04 02:00:00,2,12,4,2020,0,8.51,16.68,10.84
LA FLORA,2020-12-04 02:00:00,2,12,4,2020,0,8.51,16.68,10.84
P_2. ERA OBRERO,2020-12-04 02:00:00,2,12,4,2020,0,8.51,16.68,10.84
TRANSITORIA-NAVARRO,2020-12-04 02:00:00,2,12,4,2020,0,8.51,16.68,10.84
UNIVERSIDAD DEL VALLE,2020-12-04 02:00:00,2,12,4,2020,0,8.51,16.68,10.84
BASE AÉREA,2020-12-04 03:00:00,3,12,4,2020,0,6.87,19.07,12.39
CAÑAVERALEJO,2020-12-04 03:00:00,3,12,4,2020,0,6.87,19.07,12.39
LA ERMITA,2020-12-04 03:00:00,3,12,4,2020,0,6.87,19.07,12.39
LA FLORA,2020-12-04 03:00:00,3,12,4,2020,0,6.87,19.07,12.39
P_2. ERA OBRERO,2020-12-04 03:00:00,3,12,4,2020,0,6.87,19.07,12.39
TRANSITORIA-NAVARRO,2020-12-04 03:00:00,3,12,4,2020,0,6.87,19.07,12.39
UNIVERSIDAD DEL VALLE,2020-12-04 03:00:00,3,12,4,2020,0,6.87,19.07,12.39
BASE AÉREA,2020-12-04 04:00:00,4,12,4,2020,0,6.14,19.56,12.71
CAÑAVERALEJO,2020-12-04 04:00:00,4,12,4,2020,0,6.14,19.56,12.71
LA ERMITA,2020-12-04 04:00:00,4,12,4,2020,0,6.14,19.56,12.71
LA FLORA,2020-12-04 04:00:00,4,12,4,2020,0,6.14,19.56,12.71
P_2. ERA OBRERO,2020-12-04 04:00:00,4,12,4,2020,0,6.14,19.56,12.71
TRANSITORIA-NAVARRO,2020-12-04 04:00:00,4,12,4,2020,0,6.14,19.56,12.71
UNIVERSIDAD DEL VALLE,2020-12-04 04:00:00,4,12,4,2020,0,6.14,19.56,12.71
BASE AÉREA,2020-12-04 05:00:00,5,12,4,2020,0,8.96,25.82,16.78
CAÑAVERALEJO,2020-12-04 05:00:00,5,12,4,2020,0,8.96,25.82,16.78
LA ERMITA,2020-12-04 05:00:00,5,12,4,2020,0,8.96,25.82,16.78
LA FLORA,2020-12-04 05:00:00,5,12,4,2020,0,8.96,25.82,16.78
P_2. ERA OBRERO,2020-12-04 05:00:00,5,12,4,2020,0,8.96,25.82,16.78
TRANSITORIA-NAVARRO,2020-12-04 05:00:00,5,12,4,2020,0,8.96,25.82,16.78
UNIVERSIDAD DEL VALLE,2020-12-04 05:00:00,5,12,4,2020,0,8.96,25.82,16.78
BASE AÉREA,2020-12-04 06:00:00,6,12,4,2020,0,10.78,27.98,18.19
CAÑAVERALEJO,2020-12-04 06:00:00,6,12,4,2020,0,10.78,27.98,18.19
LA ERMITA,2020-12-04 06:00:00,6,12,4,2020,0,10.78,27.98,18.19
LA FLORA,2020-12-04 06:00:00,6,12,4,2020,0,10.78,27.98,18.19
P_2. ERA OBRERO,2020-12-04 06:00:00,6,12,4,2020,0,10.78,27.98,18.19
TRANSITORIA-NAVARRO,2020-12-04 06:00:00,6,12,4,2020,0,10.78,27.98,18.19
UNIVERSIDAD DEL VALLE,2020-12-04 06:00:00,6,12,4,2020,0,10.78,27.98,18.19
BASE AÉREA,2020-12-04 07:00:00,7,12,4,2020,0,13.51,31.53,20.5
CAÑAVERALEJO,2020-12-04 07:00:00,7,12,4,2020,0,13.51,31.53,20.5
LA ERMITA,2020-12-04 07:00:00,7,12,4,2020,0,13.51,31.53,20.5
LA FLORA,2020-12-04 07:00:00,7,12,4,2020,0,13.51,31.53,20.5
P_2. ERA OBRERO,2020-12-04 07:00:00,7,12,4,2020,0,13.51,31.53,20.5
TRANSITORIA-NAVARRO,2020-12-04 07:00:00,7,12,4,2020,0,13.51,31.53,20.5
UNIVERSIDAD DEL VALLE,2020-12-04 07:00:00,7,12,4,2020,0,13.51,31.53,20.5
BASE AÉREA,2020-12-04 08:00:00,8,12,4,2020,0,17.83,33.29,21.64
CAÑAVERALEJO,2020-12-04 08:00:00,8,12,4,2020,0,17.83,33.29,21.64
LA ERMITA,2020-12-04 08:00:00,8,12,4,2020,0,17.83,33.29,21.64
LA FLORA,2020-12-04 08:00:00,8,12,4,2020,0,17.83,33.29,21.64
P_2. ERA OBRERO,2020-12-04 08:00:00,8,12,4,2020,0,17.83,33.29,21.64
TRANSITORIA-NAVARRO,2020-12-04 08:00:00,8,12,4,2020,0,17.83,33.29,21.64
UNIVERSIDAD DEL VALLE,2020-12-04 08:00:00,8,12,4,2020,0,17.83,33.29,21.64
BASE AÉREA,2020-12-04 09:00:00,9,12,4,2020,0,17.34,25.89,16.83
CAÑAVERALEJO,2020-12-04 09:00:00,9,12,4,2020,0,17.34,25.89,16.83
LA ERMITA,2020-12-04 09:00:00,9,12,4,2020,0,17.34,25.89,16.83
LA FLORA,2020-12-04 09:00:00,9,12,4,2020,0,17.34,25.89,16.83
P_2. ERA OBRERO,2020-12-04 09:00:00,9,12,4,2020,0,17.34,25.89,16.83
TRANSITORIA-NAVARRO,2020-12-04 09:00:00,9,12,4,2020,0,17.34,25.89,16.83
UNIVERSIDAD DEL VALLE,2020-12-04 09:00:00,9,12,4,2020,0,17.34,25.89,16.83
BASE AÉREA,2020-12-04 10:00:00,10,12,4,2020,0,12.02,23.47,15.26
CAÑAVERALEJO,2020-12-04 10:00:00,10,12,4,2020,0,12.02,23.47,15.26
LA ERMITA,2020-12-04 10:00:00,10,12,4,2020,0,12.02,23.47,15.26
LA FLORA,2020-12-04 10:00:00,10,12,4,2020,0,12.02,23.47,15.26
P_2. ERA OBRERO,2020-12-04 10:00:00,10,12,4,2020,0,12.02,23.47,15.26
TRANSITORIA-NAVARRO,2020-12-04 10:00:00,10,12,4,2020,0,12.02,23.47,15.26
UNIVERSIDAD DEL VALLE,2020-12-04 10:00:00,10,12,4,2020,0,12.02,23.47,15.26
BASE AÉREA,2020-12-04 11:00:00,11,12,4,2020,0,10.59,24.51,15.93
CAÑAVERALEJO,2020-12-04 11:00:00,11,12,4,2020,0,10.59,24.51,15.93
LA ERMITA,2020-12-04 11:00:00,11,12,4,2020,0,10.59,24.51,15.93
LA FLORA,2020-12-04 11:00:00,11,12,4,2020,0,10.59,24.51,15.93
P_2. ERA OBRERO,2020-12-04 11:00:00,11,12,4,2020,0,10.59,24.51,15.93
TRANSITORIA-NAVARRO,2020-12-04 11:00:00,11,12,4,2020,0,10.59,24.51,15.93
UNIVERSIDAD DEL VALLE,2020-12-04 11:00:00,11,12,4,2020,0,10.59,24.51,15.93
BASE AÉREA,2020-12-04 12:00:00,12,12,4,2020,0,9.78,23.91,15.54
CAÑAVERALEJO,2020-12-04 12:00:00,12,12,4,2020,0,9.78,23.91,15.54
LA ERMITA,2020-12-04 12:00:00,12,12,4,2020,0,9.78,23.91,15.54
LA FLORA,2020-12-04 12:00:00,12,12,4,2020,0,9.78,23.91,15.54
P_2. ERA OBRERO,2020-12-04 12:00:00,12,12,4,2020,0,9.78,23.91,15.54
TRANSITORIA-NAVARRO,2020-12-04 12:00:00,12,12,4,2020,0,9.78,23.91,15.54
UNIVERSIDAD DEL VALLE,2020-12-04 12:00:00,12,12,4,2020,0,9.78,23.91,15.54
BASE AÉREA,2020-12-04 13:00:00,13,12,4,2020,0,7.74,24.39,15.85
CAÑAVERALEJO,2020-12-04 13:00:00,13,12,4,2020,0,7.74,24.39,15.85
LA ERMITA,2020-12-04 13:00:00,13,12,4,2020,0,7.74,24.39,15.85
LA FLORA,2020-12-04 13:00:00,13,12,4,2020,0,7.74,24.39,15.85
P_2. ERA OBRERO,2020-12-04 13:00:00,13,12,4,2020,0,7.74,24.39,15.85
TRANSITORIA-NAVARRO,2020-12-04 13:00:00,13,12,4,2020,0,7.74,24.39,15.85
UNIVERSIDAD DEL VALLE,2020-12-04 13:00:00,13,12,4,2020,0,7.74,24.39,15.85
BASE AÉREA,2020-12-04 14:00:00,14,12,4,2020,0,8.73,23.21,15.09
CAÑAVERALEJO,2020-12-04 14:00:00,14,12,4,2020,0,8.73,23.21,15.09
LA ERMITA,2020-12-04 14:00:00,14,12,4,2020,0,8.73,23.21,15.09
LA FLORA,2020-12-04 14:00:00,14,12,4,2020,0,8.73,23.21,15.09
P_2. ERA OBRERO,2020-12-04 14:00:00,14,12,4,2020,0,8.73,23.21,15.09
TRANSITORIA-NAVARRO,2020-12-04 14:00:00,14,12,4,2020,0,8.73,23.21,15.09
UNIVERSIDAD DEL VALLE,2020-12-04 14:00:00,14,12,4,2020,0,8.73,23.21,15.09
BASE AÉREA,2020-12-04 15:00:00,15,12,4,2020,0,9.5,19.99,13.0
CAÑAVERALEJO,2020-12-04 15:00:00,15,12,4,2020,0,9.5,19.99,13.0
LA ERMITA,2020-12-04 15:00:00,15,12,4,2020,0,9.5,19.99,13.0
LA FLORA,2020-12-04 15:00:00,15,12,4,2020,0,9.5,19.99,13.0
P_2. ERA OBRERO,2020-12-04 15:00:00,15,12,4,2020,0,9.5,19.99,13.0
TRANSITORIA-NAVARRO,2020-12-04 15:00:00,15,12,4,2020,0,9.5,19.99,13.0
UNIVERSIDAD DEL VALLE,2020-12-04 15:00:00,15,12,4,2020,0,9.5,19.99,13.0
BASE AÉREA,2020-12-04 16:00:00,16,12,4,2020,0,11.7,15.05,9.78
CAÑAVERALEJO,2020-12-04 16:00:00,16,12,4,2020,0,11.7,15.05,9.78
LA ERMITA,2020-12-04 16:00:00,16,12,4,2020,0,11.7,15.05,9.78
LA FLORA,2020-12-04 16:00:00,16,12,4,2020,0,11.7,15.05,9.78
P_2. ERA OBRERO,2020-12-04 16:00:00,16,12,4,2020,0,11.7,15.05,9.78
TRANSITORIA-NAVARRO,2020-12-04 16:00:00,16,12,4,2020,0,11.7,15.05,9.78
UNIVERSIDAD DEL VALLE,2020-12-04 16:00:00,16,12,4,2020,0,11.7,15.05,9.78
BASE AÉREA,2020-12-04 17:00:00,17,12,4,2020,0,16.23,15.73,10.22
CAÑAVERALEJO,2020-12-04 17:00:00,17,12,4,2020,0,16.23,15.73,10.22
LA ERMITA,2020-12-04 17:00:00,17,12,4,2020,0,16.23,15.73,10.22
LA FLORA,2020-12-04 17:00:00,17,12,4,2020,0,16.23,15.73,10.22
P_2. ERA OBRERO,2020-12-04 17:00:00,17,12,4,2020,0,16.23,15.73,10.22
TRANSITORIA-NAVARRO,2020-12-04 17:00:00,17,12,4,2020,0,16.23,15.73,10.22
UNIVERSIDAD DEL VALLE,2020-12-04 17:00:00,17,12,4,2020,0,16.23,15.73,10.22
BASE AÉREA,2020-12-04 18:00:00,18,12,4,2020,0,26.18,16.05,10.44
CAÑAVERALEJO,2020-12-04 18:00:00,18,12,4,2020,0,26.18,16.05,10.44
LA ERMITA,2020-12-04 18:00:00,18,12,4,2020,0,26.18,16.05,10.44
LA FLORA,2020-12-04 18:00:00,18,12,4,2020,0,26.18,16.05,10.44
P_2. ERA OBRERO,2020-12-04 18:00:00,18,12,4,2020,0,26.18,16.05,10.44
TRANSITORIA-NAVARRO,2020-12-04 18:00:00,18,12,4,2020,0,26.18,16.05,10.44
UNIVERSIDAD DEL VALLE,2020-12-04 18:00:00,18,12,4,2020,0,26.18,16.05,10.44
BASE AÉREA,2020-12-04 19:00:00,19,12,4,2020,0,25.25,18.32,11.91
CAÑAVERALEJO,2020-12-04 19:00:00,19,12,4,2020,0,25.25,18.32,11.91
LA ERMITA,2020-12-04 19:00:00,19,12,4,2020,0,25.25,18.32,11.91
LA FLORA,2020-12-04 19:00:00,19,12,4,2020,0,25.25,18.32,11.91
P_2. ERA OBRERO,2020-12-04 19:00:00,19,12,4,2020,0,25.25,18.32,11.91
TRANSITORIA-NAVARRO,2020-12-04 19:00:00,19,12,4,2020,0,25.25,18.32,11.91
UNIVERSIDAD DEL VALLE,2020-12-04 19:00:00,19,12,4,2020,0,25.25,18.32,11.91
BASE AÉREA,2020-12-04 20:00:00,20,12,4,2020,0,27.04,25.38,16.49
CAÑAVERALEJO,2020-12-04 20:00:00,20,12,4,2020,0,27.04,25.38,16.49
LA ERMITA,2020-12-04 20:00:00,20,12,4,2020,0,27.04,25.38,16.49
LA FLORA,2020-12-04 20:00:00,20,12,4,2020,0,27.04,25.38,16.49
P_2. ERA OBRERO,2020-12-04 20:00:00,20,12,4,2020,0,27.04,25.38,16.49
TRANSITORIA-NAVARRO,2020-12-04 20:00:00,20,12,4,2020,0,27.04,25.38,16.49
UNIVERSIDAD DEL VALLE,2020-12-04 20:00:00,20,12,4,2020,0,27.04,25.38,16.49
BASE AÉREA,2020-12-04 21:00:00,21,12,4,2020,0,28.61,26.66,17.33
CAÑAVERALEJO,2020-12-04 21:00:00,21,12,4,2020,0,28.61,26.66,17.33
LA ERMITA,2020-12-04 21:00:00,21,12,4,2020,0,28.61,26.66,17.33
LA FLORA,2020-12-04 21:00:00,21,12,4,2020,0,28.61,26.66,17.33
P_2. ERA OBRERO,2020-12-04 21:00:00,21,12,4,2020,0,28.61,26.66,17.33
TRANSITORIA-NAVARRO,2020-12-04 21:00:00,21,12,4,2020,0,28.61,26.66,17.33
UNIVERSIDAD DEL VALLE,2020-12-04 21:00:00,21,12,4,2020,0,28.61,26.66,17.33
BASE AÉREA,2020-12-04 22:00:00,22,12,4,2020,0,25.14,28.51,18.53
CAÑAVERALEJO,2020-12-04 22:00:00,22,12,4,2020,0,25.14,28.51,18.53
LA ERMITA,2020-12-04 22:00:00,22,12,4,2020,0,25.14,28.51,18.53
LA FLORA,2020-12-04 22:00:00,22,12,4,2020,0,25.14,28.51,18.53
P_2. ERA OBRERO,2020-12-04 22:00:00,22,12,4,2020,0,25.14,28.51,18.53
TRANSITORIA-NAVARRO,2020-12-04 22:00:00,22,12,4,2020,0,25.14,28.51,18.53
UNIVERSIDAD DEL VALLE,2020-12-04 22:00:00,22,12,4,2020,0,25.14,28.51,18.53
BASE AÉREA,2020-12-04 23:00:00,23,12,4,2020,0,18.56,25.42,16.52
CAÑAVERALEJO,2020-12-04 23:00:00,23,12,4,2020,0,18.56,25.42,16.52
LA ERMITA,2020-12-04 23:00:00,23,12,4,2020,0,18.56,25.42,16.52
LA FLORA,2020-12-04 23:00:00,23,12,4,2020,0,18.56,25.42,16.52
P_2. ERA OBRERO,2020-12-04 23:00:00,23,12,4,2020,0,18.56,25.42,16.52
TRANSITORIA-NAVARRO,2020-12-04 23:00:00,23,12,4,2020,0,18.56,25.42,16.52
UNIVERSIDAD DEL VALLE,2020-12-04 23:00:00,23,12,4,2020,0,18.56,25.42,16.52
BASE AÉREA,2020-12-05 00:00:00,0,12,5,2020,1,13.83,20.25,13.16
CAÑAVERALEJO,2020-12-05 00:00:00,0,12,5,2020,1,13.83,20.25,13.16
LA ERMITA,2020-12-05 00:00:00,0,12,5,2020,1,13.83,20.25,13.16
LA FLORA,2020-12-05 00:00:00,0,12,5,2020,1,13.83,20.25,13.16
P_2. ERA OBRERO,2020-12-05 00:00:00,0,12,5,2020,1,13.83,20.25,13.16
TRANSITORIA-NAVARRO,2020-12-05 00:00:00,0,12,5,2020,1,13.83,20.25,13.16
UNIVERSIDAD DEL VALLE,2020-12-05 00:00:00,0,12,5,2020,1,13.83,20.25,13.16
BASE AÉREA,2020-12-05 01:00:00,1,12,5,2020,1,10.35,17.35,11.28
CAÑAVERALEJO,2020-12-05 01:00:00,1,12,5,2020,1,10.35,17.35,11.28
LA ERMITA,2020-12-05 01:00:00,1,12,5,2020,1,10.35,17.35,11.28
LA FLORA,2020-12-05 01:00:00,1,12,5,2020,1,10.35,17.35,11.28
P_2. ERA OBRERO,2020-12-05 01:00:00,1,12,5,2020,1,10.35,17.35,11.28
TRANSITORIA-NAVARRO,2020-12-05 01:00:00,1,12,5,2020,1,10.35,17.35,11.28
UNIVERSIDAD DEL VALLE,2020-12-05 01:00:00,1,12,5,2020,1,10.35,17.35,11.28
BASE AÉREA,2020-12-05 02:00:00,2,12,5,2020,1,9.7,16.63,10.81
CAÑAVERALEJO,2020-12-05 02:00:00,2,12,5,2020,1,9.7,16.63,10.81
LA ERMITA,2020-12-05 02:00:00,2,12,5,2020,1,9.7,16.63,10.81
LA FLORA,2020-12-05 02:00:00,2,12,5,2020,1,9.7,16.63,10.81
P_2. ERA OBRERO,2020-12-05 02:00:00,2,12,5,2020,1,9.7,16.63,10.81
TRANSITORIA-NAVARRO,2020-12-05 02:00:00,2,12,5,2020,1,9.7,16.63,10.81
UNIVERSIDAD DEL VALLE,2020-12-05 02:00:00,2,12,5,2020,1,9.7,16.63,10.81
BASE AÉREA,2020-12-05 03:00:00,3,12,5,2020,1,8.65,17.21,11.19
CAÑAVERALEJO,2020-12-05 03:00:00,3,12,5,2020,1,8.65,17.21,11.19
LA ERMITA,2020-12-05 03:00:00,3,12,5,2020,1,8.65,17.21,11.19
LA FLORA,2020-12-05 03:00:00,3,12,5,2020,1,8.65,17.21,11.19
P_2. ERA OBRERO,2020-12-05 03:00:00,3,12,5,2020,1,8.65,17.21,11.19
TRANSITORIA-NAVARRO,2020-12-05 03:00:00,3,12,5,2020,1,8.65,17.21,11.19
UNIVERSIDAD DEL VALLE,2020-12-05 03:00:00,3,12,5,2020,1,8.65,17.21,11.19
BASE AÉREA,2020-12-05 04:00:00,4,12,5,2020,1,8.37,20.13,13.09
CAÑAVERALEJO,2020-12-05 04:00:00,4,12,5,2020,1,8.37,20.13,13.09
LA ERMITA,2020-12-05 04:00:00,4,12,5,2020,1,8.37,20.13,13.09
LA FLORA,2020-12-05 04:00:00,4,12,5,2020,1,8.37,20.13,13.09
P_2. ERA OBRERO,2020-12-05 04:00:00,4,12,5,2020,1,8.37,20.13,13.09
TRANSITORIA-NAVARRO,2020-12-05 04:00:00,4,12,5,2020,1,8.37,20.13,13.09
UNIVERSIDAD DEL VALLE,2020-12-05 04:00:00,4,12,5,2020,1,8.37,20.13,13.09
BASE AÉREA,2020-12-05 05:00:00,5,12,5,2020,1,8.66,24.36,15.83
CAÑAVERALEJO,2020-12-05 05:00:00,5,12,5,2020,1,8.66,24.36,15.83
LA ERMITA,2020-12-05 05:00:00,5,12,5,2020,1,8.66,24.36,15.83
LA FLORA,2020-12-05 05:00:00,5,12,5,2020,1,8.66,24.36,15.83
P_2. ERA OBRERO,2020-12-05 05:00:00,5,12,5,2020,1,8.66,24.36,15.83
TRANSITORIA-NAVARRO,2020-12-05 05:00:00,5,12,5,2020,1,8.66,24.36,15.83
UNIVERSIDAD DEL VALLE,2020-12-05 05:00:00,5,12,5,2020,1,8.66,24.36,15.83
BASE AÉREA,2020-12-05 06:00:00,6,12,5,2020,1,9.47,30.32,19.71
CAÑAVERALEJO,2020-12-05 06:00:00,6,12,5,2020,1,9.47,30.32,19.71
LA ERMITA,2020-12-05 06:00:00,6,12,5,2020,1,9.47,30.32,19.71
LA FLORA,2020-12-05 06:00:00,6,12,5,2020,1,9.47,30.32,19.71
P_2. ERA OBRERO,2020-12-05 06:00:00,6,12,5,2020,1,9.47,30.32,19.71
TRANSITORIA-NAVARRO,2020-12-05 06:00:00,6,12,5,2020,1,9.47,30.32,19.71
UNIVERSIDAD DEL VALLE,2020-12-05 06:00:00,6,12,5,2020,1,9.47,30.32,19.71
BASE AÉREA,2020-12-05 07:00:00,7,12,5,2020,1,13.49,32.61,21.2
CAÑAVERALEJO,2020-12-05 07:00:00,7,12,5,2020,1,13.49,32.61,21.2
LA ERMITA,2020-12-05 07:00:00,7,12,5,2020,1,13.49,32.61,21.2
LA FLORA,2020-12-05 07:00:00,7,12,5,2020,1,13.49,32.61,21.2
P_2. ERA OBRERO,2020-12-05 07:00:00,7,12,5,2020,1,13.49,32.61,21.2
TRANSITORIA-NAVARRO,2020-12-05 07:00:00,7,12,5,2020,1,13.49,32.61,21.2
UNIVERSIDAD DEL VALLE,2020-12-05 07:00:00,7,12,5,2020,1,13.49,32.61,21.2
BASE AÉREA,2020-12-05 08:00:00,8,12,5,2020,1,16.19,28.71,18.66
CAÑAVERALEJO,2020-12-05 08:00:00,8,12,5,2020,1,16.19,28.71,18.66
LA ERMITA,2020-12-05 08:00:00,8,12,5,2020,1,16.19,28.71,18.66
LA FLORA,2020-12-05 08:00:00,8,12,5,2020,1,16.19,28.71,18.66
P_2. ERA OBRERO,2020-12-05 08:00:00,8,12,5,2020,1,16.19,28.71,18.66
TRANSITORIA-NAVARRO,2020-12-05 08:00:00,8,12,5,2020,1,16.19,28.71,18.66
UNIVERSIDAD DEL VALLE,2020-12-05 08:00:00,8,12,5,2020,1,16.19,28.71,18.66
BASE AÉREA,2020-12-05 09:00:00,9,12,5,2020,1,14.96,22.64,14.72
CAÑAVERALEJO,2020-12-05 09:00:00,9,12,5,2020,1,14.96,22.64,14.72
LA ERMITA,2020-12-05 09:00:00,9,12,5,2020,1,14.96,22.64,14.72
LA FLORA,2020-12-05 09:00:00,9,12,5,2020,1,14.96,22.64,14.72
P_2. ERA OBRERO,2020-12-05 09:00:00,9,12,5,2020,1,14.96,22.64,14.72
TRANSITORIA-NAVARRO,2020-12-05 09:00:00,9,12,5,2020,1,14.96,22.64,14.72
UNIVERSIDAD DEL VALLE,2020-12-05 09:00:00,9,12,5,2020,1,14.96,22.64,14.72
BASE AÉREA,2020-12-05 10:00:00,10,12,5,2020,1,13.41,22.01,14.3
CAÑAVERALEJO,2020-12-05 10:00:00,10,12,5,2020,1,13.41,22.01,14.3
