Estacion,datetime,hour,month,dayofweek,year,is_weekend,NO2,PM2.5,PM1.0
LA FLORA,2020-04-02 05:00:00,5,4,3,2020,0,6.84,24.62,16.0
P_2. ERA OBRERO,2020-04-02 05:00:00,5,4,3,2020,0,6.84,24.62,16.0
TRANSITORIA-NAVARRO,2020-04-02 05:00:00,5,4,3,2020,0,6.84,24.62,16.0
UNIVERSIDAD DEL VALLE,2020-04-02 05:00:00,5,4,3,2020,0,6.84,24.62,16.0
BASE AÉREA,2020-04-02 06:00:00,6,4,3,2020,0,6.75,24.88,16.17
CAÑAVERALEJO,2020-04-02 06:00:00,6,4,3,2020,0,6.75,24.88,16.17
LA ERMITA,2020-04-02 06:00:00,6,4,3,2020,0,6.75,24.88,16.17
LA FLORA,2020-04-02 06:00:00,6,4,3,2020,0,6.75,24.88,16.17
P_2. ERA OBRERO,2020-04-02 06:00:00,6,4,3,2020,0,6.75,24.88,16.17
TRANSITORIA-NAVARRO,2020-04-02 06:00:00,6,4,3,2020,0,6.75,24.88,16.17
UNIVERSIDAD DEL VALLE,2020-04-02 06:00:00,6,4,3,2020,0,6.75,24.88,16.17
BASE AÉREA,2020-04-02 07:00:00,7,4,3,2020,0,12.25,29.64,19.27
CAÑAVERALEJO,2020-04-02 07:00:00,7,4,3,2020,0,12.25,29.64,19.27
LA ERMITA,2020-04-02 07:00:00,7,4,3,2020,0,12.25,29.64,19.27
LA FLORA,2020-04-02 07:00:00,7,4,3,2020,0,12.25,29.64,19.27
P_2. ERA OBRERO,2020-04-02 07:00:00,7,4,3,2020,0,12.25,29.64,19.27
TRANSITORIA-NAVARRO,2020-04-02 07:00:00,7,4,3,2020,0,12.25,29.64,19.27
UNIVERSIDAD DEL VALLE,2020-04-02 07:00:00,7,4,3,2020,0,12.25,29.64,19.27
BASE AÉREA,2020-04-02 08:00:00,8,4,3,2020,0,19.35,29.99,19.5
CAÑAVERALEJO,2020-04-02 08:00:00,8,4,3,2020,0,19.35,29.99,19.5
LA ERMITA,2020-04-02 08:00:00,8,4,3,2020,0,19.35,29.99,19.5
LA FLORA,2020-04-02 08:00:00,8,4,3,2020,0,19.35,29.99,19.5
P_2. ERA OBRERO,2020-04-02 08:00:00,8,4,3,2020,0,19.35,29.99,19.5
TRANSITORIA-NAVARRO,2020-04-02 08:00:00,8,4,3,2020,0,19.35,29.99,19.5
UNIVERSIDAD DEL VALLE,2020-04-02 08:00:00,8,4,3,2020,0,19.35,29.99,19.5
BASE AÉREA,2020-04-02 09:00:00,9,4,3,2020,0,14.66,22.0,14.3
CAÑAVERALEJO,2020-04-02 09:00:00,9,4,3,2020,0,14.66,22.0,14.3
LA ERMITA,2020-04-02 09:00:00,9,4,3,2020,0,14.66,22.0,14.3
LA FLORA,2020-04-02 09:00:00,9,4,3,2020,0,14.66,22.0,14.3
P_2. ERA OBRERO,2020-04-02 09:00:00,9,4,3,2020,0,14.66,22.0,14.3
TRANSITORIA-NAVARRO,2020-04-02 09:00:00,9,4,3,2020,0,14.66,22.0,14.3
UNIVERSIDAD DEL VALLE,2020-04-02 09:00:00,9,4,3,2020,0,14.66,22.0,14.3
BASE AÉREA,2020-04-02 10:00:00,10,4,3,2020,0,15.34,20.87,13.56
CAÑAVERALEJO,2020-04-02 10:00:00,10,4,3,2020,0,15.34,20.87,13.56
LA ERMITA,2020-04-02 10:00:00,10,4,3,2020,0,15.34,20.87,13.56
LA FLORA,2020-04-02 10:00:00,10,4,3,2020,0,15.34,20.87,13.56
P_2. ERA OBRERO,2020-04-02 10:00:00,10,4,3,2020,0,15.34,20.87,13.56
TRANSITORIA-NAVARRO,2020-04-02 10:00:00,10,4,3,2020,0,15.34,20.87,13.56
UNIVERSIDAD DEL VALLE,2020-04-02 10:00:00,10,4,3,2020,0,15.34,20.87,13.56
BASE AÉREA,2020-04-02 11:00:00,11,4,3,2020,0,10.57,21.44,13.93
CAÑAVERALEJO,2020-04-02 11:00:00,11,4,3,2020,0,10.57,21.44,13.93
LA ERMITA,2020-04-02 11:00:00,11,4,3,2020,0,10.57,21.44,13.93
LA FLORA,2020-04-02 11:00:00,11,4,3,2020,0,10.57,21.44,13.93
P_2. ERA OBRERO,2020-04-02 11:00:00,11,4,3,2020,0,10.57,21.44,13.93
TRANSITORIA-NAVARRO,2020-04-02 11:00:00,11,4,3,2020,0,10.57,21.44,13.93
UNIVERSIDAD DEL VALLE,2020-04-02 11:00:00,11,4,3,2020,0,10.57,21.44,13.93
BASE AÉREA,2020-04-02 12:00:00,12,4,3,2020,0,9.49,20.71,13.46
CAÑAVERALEJO,2020-04-02 12:00:00,12,4,3,2020,0,9.49,20.71,13.46
LA ERMITA,2020-04-02 12:00:00,12,4,3,2020,0,9.49,20.71,13.46
LA FLORA,2020-04-02 12:00:00,12,4,3,2020,0,9.49,20.71,13.46
P_2. ERA OBRERO,2020-04-02 12:00:00,12,4,3,2020,0,9.49,20.71,13.46
TRANSITORIA-NAVARRO,2020-04-02 12:00:00,12,4,3,2020,0,9.49,20.71,13.46
UNIVERSIDAD DEL VALLE,2020-04-02 12:00:00,12,4,3,2020,0,9.49,20.71,13.46
BASE AÉREA,2020-04-02 13:00:00,13,4,3,2020,0,10.19,22.29,14.49
CAÑAVERALEJO,2020-04-02 13:00:00,13,4,3,2020,0,10.19,22.29,14.49
LA ERMITA,2020-04-02 13:00:00,13,4,3,2020,0,10.19,22.29,14.49
LA FLORA,2020-04-02 13:00:00,13,4,3,2020,0,10.19,22.29,14.49
P_2. ERA OBRERO,2020-04-02 13:00:00,13,4,3,2020,0,10.19,22.29,14.49
TRANSITORIA-NAVARRO,2020-04-02 13:00:00,13,4,3,2020,0,10.19,22.29,14.49
UNIVERSIDAD DEL VALLE,2020-04-02 13:00:00,13,4,3,2020,0,10.19,22.29,14.49
BASE AÉREA,2020-04-02 14:00:00,14,4,3,2020,0,9.75,22.65,14.72
CAÑAVERALEJO,2020-04-02 14:00:00,14,4,3,2020,0,9.75,22.65,14.72
LA ERMITA,2020-04-02 14:00:00,14,4,3,2020,0,9.75,22.65,14.72
LA FLORA,2020-04-02 14:00:00,14,4,3,2020,0,9.75,22.65,14.72
P_2. ERA OBRERO,2020-04-02 14:00:00,14,4,3,2020,0,9.75,22.65,14.72
TRANSITORIA-NAVARRO,2020-04-02 14:00:00,14,4,3,2020,0,9.75,22.65,14.72
UNIVERSIDAD DEL VALLE,2020-04-02 14:00:00,14,4,3,2020,0,9.75,22.65,14.72
BASE AÉREA,2020-04-02 15:00:00,15,4,3,2020,0,10.78,18.28,11.88
CAÑAVERALEJO,2020-04-02 15:00:00,15,4,3,2020,0,10.78,18.28,11.88
LA ERMITA,2020-04-02 15:00:00,15,4,3,2020,0,10.78,18.28,11.88
LA FLORA,2020-04-02 15:00:00,15,4,3,2020,0,10.78,18.28,11.88
P_2. ERA OBRERO,2020-04-02 15:00:00,15,4,3,2020,0,10.78,18.28,11.88
TRANSITORIA-NAVARRO,2020-04-02 15:00:00,15,4,3,2020,0,10.78,18.28,11.88
UNIVERSIDAD DEL VALLE,2020-04-02 15:00:00,15,4,3,2020,0,10.78,18.28,11.88
BASE AÉREA,2020-04-02 16:00:00,16,4,3,2020,0,20.35,19.09,12.41
CAÑAVERALEJO,2020-04-02 16:00:00,16,4,3,2020,0,20.35,19.09,12.41
LA ERMITA,2020-04-02 16:00:00,16,4,3,2020,0,20.35,19.09,12.41
LA FLORA,2020-04-02 16:00:00,16,4,3,2020,0,20.35,19.09,12.41
P_2. ERA OBRERO,2020-04-02 16:00:00,16,4,3,2020,0,20.35,19.09,12.41
TRANSITORIA-NAVARRO,2020-04-02 16:00:00,16,4,3,2020,0,20.35,19.09,12.41
UNIVERSIDAD DEL VALLE,2020-04-02 16:00:00,16,4,3,2020,0,20.35,19.09,12.41
BASE AÉREA,2020-04-02 17:00:00,17,4,3,2020,0,25.43,16.9,10.99
CAÑAVERALEJO,2020-04-02 17:00:00,17,4,3,2020,0,25.43,16.9,10.99
LA ERMITA,2020-04-02 17:00:00,17,4,3,2020,0,25.43,16.9,10.99
LA FLORA,2020-04-02 17:00:00,17,4,3,2020,0,25.43,16.9,10.99
P_2. ERA OBRERO,2020-04-02 17:00:00,17,4,3,2020,0,25.43,16.9,10.99
TRANSITORIA-NAVARRO,2020-04-02 17:00:00,17,4,3,2020,0,25.43,16.9,10.99
UNIVERSIDAD DEL VALLE,2020-04-02 17:00:00,17,4,3,2020,0,25.43,16.9,10.99
BASE AÉREA,2020-04-02 18:00:00,18,4,3,2020,0,28.1,16.29,10.59
CAÑAVERALEJO,2020-04-02 18:00:00,18,4,3,2020,0,28.1,16.29,10.59
LA ERMITA,2020-04-02 18:00:00,18,4,3,2020,0,28.1,16.29,10.59
LA FLORA,2020-04-02 18:00:00,18,4,3,2020,0,28.1,16.29,10.59
P_2. ERA OBRERO,2020-04-02 18:00:00,18,4,3,2020,0,28.1,16.29,10.59
TRANSITORIA-NAVARRO,2020-04-02 18:00:00,18,4,3,2020,0,28.1,16.29,10.59
UNIVERSIDAD DEL VALLE,2020-04-02 18:00:00,18,4,3,2020,0,28.1,16.29,10.59
BASE AÉREA,2020-04-02 19:00:00,19,4,3,2020,0,27.54,18.67,12.13
CAÑAVERALEJO,2020-04-02 19:00:00,19,4,3,2020,0,27.54,18.67,12.13
LA ERMITA,2020-04-02 19:00:00,19,4,3,2020,0,27.54,18.67,12.13
LA FLORA,2020-04-02 19:00:00,19,4,3,2020,0,27.54,18.67,12.13
P_2. ERA OBRERO,2020-04-02 19:00:00,19,4,3,2020,0,27.54,18.67,12.13
TRANSITORIA-NAVARRO,2020-04-02 19:00:00,19,4,3,2020,0,27.54,18.67,12.13
UNIVERSIDAD DEL VALLE,2020-04-02 19:00:00,19,4,3,2020,0,27.54,18.67,12.13
BASE AÉREA,2020-04-02 20:00:00,20,4,3,2020,0,23.55,23.23,15.1
CAÑAVERALEJO,2020-04-02 20:00:00,20,4,3,2020,0,23.55,23.23,15.1
LA ERMITA,2020-04-02 20:00:00,20,4,3,2020,0,23.55,23.23,15.1
LA FLORA,2020-04-02 20:00:00,20,4,3,2020,0,23.55,23.23,15.1
P_2. ERA OBRERO,2020-04-02 20:00:00,20,4,3,2020,0,23.55,23.23,15.1
TRANSITORIA-NAVARRO,2020-04-02 20:00:00,20,4,3,2020,0,23.55,23.23,15.1
UNIVERSIDAD DEL VALLE,2020-04-02 20:00:00,20,4,3,2020,0,23.55,23.23,15.1
BASE AÉREA,2020-04-02 21:00:00,21,4,3,2020,0,18.95,24.14,15.69
CAÑAVERALEJO,2020-04-02 21:00:00,21,4,3,2020,0,18.95,24.14,15.69
LA ERMITA,2020-04-02 21:00:00,21,4,3,2020,0,18.95,24.14,15.69
LA FLORA,2020-04-02 21:00:00,21,4,3,2020,0,18.95,24.14,15.69
P_2. ERA OBRERO,2020-04-02 21:00:00,21,4,3,2020,0,18.95,24.14,15.69
TRANSITORIA-NAVARRO,2020-04-02 21:00:00,21,4,3,2020,0,18.95,24.14,15.69
UNIVERSIDAD DEL VALLE,2020-04-02 21:00:00,21,4,3,2020,0,18.95,24.14,15.69
BASE AÉREA,2020-04-02 22:00:00,22,4,3,2020,0,15.74,21.87,14.22
CAÑAVERALEJO,2020-04-02 22:00:00,22,4,3,2020,0,15.74,21.87,14.22
LA ERMITA,2020-04-02 22:00:00,22,4,3,2020,0,15.74,21.87,14.22
LA FLORA,2020-04-02 22:00:00,22,4,3,2020,0,15.74,21.87,14.22
P_2. ERA OBRERO,2020-04-02 22:00:00,22,4,3,2020,0,15.74,21.87,14.22
TRANSITORIA-NAVARRO,2020-04-02 22:00:00,22,4,3,2020,0,15.74,21.87,14.22
UNIVERSIDAD DEL VALLE,2020-04-02 22:00:00,22,4,3,2020,0,15.74,21.87,14.22
BASE AÉREA,2020-04-02 23:00:00,23,4,3,2020,0,12.15,18.36,11.94
CAÑAVERALEJO,2020-04-02 23:00:00,23,4,3,2020,0,12.15,18.36,11.94
LA ERMITA,2020-04-02 23:00:00,23,4,3,2020,0,12.15,18.36,11.94
LA FLORA,2020-04-02 23:00:00,23,4,3,2020,0,12.15,18.36,11.94
P_2. ERA OBRERO,2020-04-02 23:00:00,23,4,3,2020,0,12.15,18.36,11.94
TRANSITORIA-NAVARRO,2020-04-02 23:00:00,23,4,3,2020,0,12.15,18.36,11.94
UNIVERSIDAD DEL VALLE,2020-04-02 23:00:00,23,4,3,2020,0,12.15,18.36,11.94
BASE AÉREA,2020-04-03 00:00:00,0,4,4,2020,0,8.33,19.06,12.39
CAÑAVERALEJO,2020-04-03 00:00:00,0,4,4,2020,0,8.33,19.06,12.39
LA ERMITA,2020-04-03 00:00:00,0,4,4,2020,0,8.33,19.06,12.39
LA FLORA,2020-04-03 00:00:00,0,4,4,2020,0,8.33,19.06,12.39
P_2. ERA OBRERO,2020-04-03 00:00:00,0,4,4,2020,0,8.33,19.06,12.39
TRANSITORIA-NAVARRO,2020-04-03 00:00:00,0,4,4,2020,0,8.33,19.06,12.39
UNIVERSIDAD DEL VALLE,2020-04-03 00:00:00,0,4,4,2020,0,8.33,19.06,12.39
BASE AÉREA,2020-04-03 01:00:00,1,4,4,2020,0,6.8,18.85,12.25
CAÑAVERALEJO,2020-04-03 01:00:00,1,4,4,2020,0,6.8,18.85,12.25
LA ERMITA,2020-04-03 01:00:00,1,4,4,2020,0,6.8,18.85,12.25
LA FLORA,2020-04-03 01:00:00,1,4,4,2020,0,6.8,18.85,12.25
P_2. ERA OBRERO,2020-04-03 01:00:00,1,4,4,2020,0,6.8,18.85,12.25
TRANSITORIA-NAVARRO,2020-04-03 01:00:00,1,4,4,2020,0,6.8,18.85,12.25
UNIVERSIDAD DEL VALLE,2020-04-03 01:00:00,1,4,4,2020,0,6.8,18.85,12.25
BASE AÉREA,2020-04-03 02:00:00,2,4,4,2020,0,4.57,19.83,12.89
CAÑAVERALEJO,2020-04-03 02:00:00,2,4,4,2020,0,4.57,19.83,12.89
LA ERMITA,2020-04-03 02:00:00,2,4,4,2020,0,4.57,19.83,12.89
LA FLORA,2020-04-03 02:00:00,2,4,4,2020,0,4.57,19.83,12.89
P_2. ERA OBRERO,2020-04-03 02:00:00,2,4,4,2020,0,4.57,19.83,12.89
TRANSITORIA-NAVARRO,2020-04-03 02:00:00,2,4,4,2020,0,4.57,19.83,12.89
UNIVERSIDAD DEL VALLE,2020-04-03 02:00:00,2,4,4,2020,0,4.57,19.83,12.89
BASE AÉREA,2020-04-03 03:00:00,3,4,4,2020,0,3.69,21.68,14.09
CAÑAVERALEJO,2020-04-03 03:00:00,3,4,4,2020,0,3.69,21.68,14.09
LA ERMITA,2020-04-03 03:00:00,3,4,4,2020,0,3.69,21.68,14.09
LA FLORA,2020-04-03 03:00:00,3,4,4,2020,0,3.69,21.68,14.09
P_2. ERA OBRERO,2020-04-03 03:00:00,3,4,4,2020,0,3.69,21.68,14.09
TRANSITORIA-NAVARRO,2020-04-03 03:00:00,3,4,4,2020,0,3.69,21.68,14.09
UNIVERSIDAD DEL VALLE,2020-04-03 03:00:00,3,4,4,2020,0,3.69,21.68,14.09
BASE AÉREA,2020-04-03 04:00:00,4,4,4,2020,0,3.43,21.0,13.65
CAÑAVERALEJO,2020-04-03 04:00:00,4,4,4,2020,0,3.43,21.0,13.65
LA ERMITA,2020-04-03 04:00:00,4,4,4,2020,0,3.43,21.0,13.65
LA FLORA,2020-04-03 04:00:00,4,4,4,2020,0,3.43,21.0,13.65
P_2. ERA OBRERO,2020-04-03 04:00:00,4,4,4,2020,0,3.43,21.0,13.65
TRANSITORIA-NAVARRO,2020-04-03 04:00:00,4,4,4,2020,0,3.43,21.0,13.65
UNIVERSIDAD DEL VALLE,2020-04-03 04:00:00,4,4,4,2020,0,3.43,21.0,13.65
BASE AÉREA,2020-04-03 05:00:00,5,4,4,2020,0,4.39,23.4,15.21
CAÑAVERALEJO,2020-04-03 05:00:00,5,4,4,2020,0,4.39,23.4,15.21
LA ERMITA,2020-04-03 05:00:00,5,4,4,2020,0,4.39,23.4,15.21
LA FLORA,2020-04-03 05:00:00,5,4,4,2020,0,4.39,23.4,15.21
P_2. ERA OBRERO,2020-04-03 05:00:00,5,4,4,2020,0,4.39,23.4,15.21
TRANSITORIA-NAVARRO,2020-04-03 05:00:00,5,4,4,2020,0,4.39,23.4,15.21
UNIVERSIDAD DEL VALLE,2020-04-03 05:00:00,5,4,4,2020,0,4.39,23.4,15.21
BASE AÉREA,2020-04-03 06:00:00,6,4,4,2020,0,5.3,24.04,15.63
CAÑAVERALEJO,2020-04-03 06:00:00,6,4,4,2020,0,5.3,24.04,15.63
LA ERMITA,2020-04-03 06:00:00,6,4,4,2020,0,5.3,24.04,15.63
LA FLORA,2020-04-03 06:00:00,6,4,4,2020,0,5.3,24.04,15.63
P_2. ERA OBRERO,2020-04-03 06:00:00,6,4,4,2020,0,5.3,24.04,15.63
TRANSITORIA-NAVARRO,2020-04-03 06:00:00,6,4,4,2020,0,5.3,24.04,15.63
UNIVERSIDAD DEL VALLE,2020-04-03 06:00:00,6,4,4,2020,0,5.3,24.04,15.63
BASE AÉREA,2020-04-03 07:00:00,7,4,4,2020,0,9.51,27.39,17.8
CAÑAVERALEJO,2020-04-03 07:00:00,7,4,4,2020,0,9.51,27.39,17.8
LA ERMITA,2020-04-03 07:00:00,7,4,4,2020,0,9.51,27.39,17.8
LA FLORA,2020-04-03 07:00:00,7,4,4,2020,0,9.51,27.39,17.8
P_2. ERA OBRERO,2020-04-03 07:00:00,7,4,4,2020,0,9.51,27.39,17.8
TRANSITORIA-NAVARRO,2020-04-03 07:00:00,7,4,4,2020,0,9.51,27.39,17.8
UNIVERSIDAD DEL VALLE,2020-04-03 07:00:00,7,4,4,2020,0,9.51,27.39,17.8
BASE AÉREA,2020-04-03 08:00:00,8,4,4,2020,0,18.89,31.21,20.29
CAÑAVERALEJO,2020-04-03 08:00:00,8,4,4,2020,0,18.89,31.21,20.29
LA ERMITA,2020-04-03 08:00:00,8,4,4,2020,0,18.89,31.21,20.29
LA FLORA,2020-04-03 08:00:00,8,4,4,2020,0,18.89,31.21,20.29
P_2. ERA OBRERO,2020-04-03 08:00:00,8,4,4,2020,0,18.89,31.21,20.29
TRANSITORIA-NAVARRO,2020-04-03 08:00:00,8,4,4,2020,0,18.89,31.21,20.29
UNIVERSIDAD DEL VALLE,2020-04-03 08:00:00,8,4,4,2020,0,18.89,31.21,20.29
BASE AÉREA,2020-04-03 09:00:00,9,4,4,2020,0,15.1,23.65,15.37
CAÑAVERALEJO,2020-04-03 09:00:00,9,4,4,2020,0,15.1,23.65,15.37
LA ERMITA,2020-04-03 09:00:00,9,4,4,2020,0,15.1,23.65,15.37
LA FLORA,2020-04-03 09:00:00,9,4,4,2020,0,15.1,23.65,15.37
P_2. ERA OBRERO,2020-04-03 09:00:00,9,4,4,2020,0,15.1,23.65,15.37
TRANSITORIA-NAVARRO,2020-04-03 09:00:00,9,4,4,2020,0,15.1,23.65,15.37
UNIVERSIDAD DEL VALLE,2020-04-03 09:00:00,9,4,4,2020,0,15.1,23.65,15.37
BASE AÉREA,2020-04-03 10:00:00,10,4,4,2020,0,13.53,23.68,15.39
CAÑAVERALEJO,2020-04-03 10:00:00,10,4,4,2020,0,13.53,23.68,15.39
LA ERMITA,2020-04-03 10:00:00,10,4,4,2020,0,13.53,23.68,15.39
LA FLORA,2020-04-03 10:00:00,10,4,4,2020,0,13.53,23.68,15.39
P_2. ERA OBRERO,2020-04-03 10:00:00,10,4,4,2020,0,13.53,23.68,15.39
TRANSITORIA-NAVARRO,2020-04-03 10:00:00,10,4,4,2020,0,13.53,23.68,15.39
UNIVERSIDAD DEL VALLE,2020-04-03 10:00:00,10,4,4,2020,0,13.53,23.68,15.39
BASE AÉREA,2020-04-03 11:00:00,11,4,4,2020,0,11.15,25.24,16.41
CAÑAVERALEJO,2020-04-03 11:00:00,11,4,4,2020,0,11.15,25.24,16.41
LA ERMITA,2020-04-03 11:00:00,11,4,4,2020,0,11.15,25.24,16.41
LA FLORA,2020-04-03 11:00:00,11,4,4,2020,0,11.15,25.24,16.41
P_2. ERA OBRERO,2020-04-03 11:00:00,11,4,4,2020,0,11.15,25.24,16.41
TRANSITORIA-NAVARRO,2020-04-03 11:00:00,11,4,4,2020,0,11.15,25.24,16.41
UNIVERSIDAD DEL VALLE,2020-04-03 11:00:00,11,4,4,2020,0,11.15,25.24,16.41
BASE AÉREA,2020-04-03 12:00:00,12,4,4,2020,0,10.75,23.57,15.32
CAÑAVERALEJO,2020-04-03 12:00:00,12,4,4,2020,0,10.75,23.57,15.32
LA ERMITA,2020-04-03 12:00:00,12,4,4,2020,0,10.75,23.57,15.32
LA FLORA,2020-04-03 12:00:00,12,4,4,2020,0,10.75,23.57,15.32
P_2. ERA OBRERO,2020-04-03 12:00:00,12,4,4,2020,0,10.75,23.57,15.32
TRANSITORIA-NAVARRO,2020-04-03 12:00:00,12,4,4,2020,0,10.75,23.57,15.32
UNIVERSIDAD DEL VALLE,2020-04-03 12:00:00,12,4,4,2020,0,10.75,23.57,15.32
BASE AÉREA,2020-04-03 13:00:00,13,4,4,2020,0,12.21,25.05,16.28
CAÑAVERALEJO,2020-04-03 13:00:00,13,4,4,2020,0,12.21,25.05,16.28
LA ERMITA,2020-04-03 13:00:00,13,4,4,2020,0,12.21,25.05,16.28
LA FLORA,2020-04-03 13:00:00,13,4,4,2020,0,12.21,25.05,16.28
P_2. ERA OBRERO,2020-04-03 13:00:00,13,4,4,2020,0,12.21,25.05,16.28
TRANSITORIA-NAVARRO,2020-04-03 13:00:00,13,4,4,2020,0,12.21,25.05,16.28
UNIVERSIDAD DEL VALLE,2020-04-03 13:00:00,13,4,4,2020,0,12.21,25.05,16.28
BASE AÉREA,2020-04-03 14:00:00,14,4,4,2020,0,11.58,23.89,15.53
CAÑAVERALEJO,2020-04-03 14:00:00,14,4,4,2020,0,11.58,23.89,15.53
LA ERMITA,2020-04-03 14:00:00,14,4,4,2020,0,11.58,23.89,15.53
LA FLORA,2020-04-03 14:00:00,14,4,4,2020,0,11.58,23.89,15.53
P_2. ERA OBRERO,2020-04-03 14:00:00,14,4,4,2020,0,11.58,23.89,15.53
TRANSITORIA-NAVARRO,2020-04-03 14:00:00,14,4,4,2020,0,11.58,23.89,15.53
UNIVERSIDAD DEL VALLE,2020-04-03 14:00:00,14,4,4,2020,0,11.58,23.89,15.53
BASE AÉREA,2020-04-03 15:00:00,15,4,4,2020,0,10.61,18.94,12.31
CAÑAVERALEJO,2020-04-03 15:00:00,15,4,4,2020,0,10.61,18.94,12.31
LA ERMITA,2020-04-03 15:00:00,15,4,4,2020,0,10.61,18.94,12.31
LA FLORA,2020-04-03 15:00:00,15,4,4,2020,0,10.61,18.94,12.31
P_2. ERA OBRERO,2020-04-03 15:00:00,15,4,4,2020,0,10.61,18.94,12.31
TRANSITORIA-NAVARRO,2020-04-03 15:00:00,15,4,4,2020,0,10.61,18.94,12.31
UNIVERSIDAD DEL VALLE,2020-04-03 15:00:00,15,4,4,2020,0,10.61,18.94,12.31
BASE AÉREA,2020-04-03 16:00:00,16,4,4,2020,0,13.73,17.75,11.54
CAÑAVERALEJO,2020-04-03 16:00:00,16,4,4,2020,0,13.73,17.75,11.54
LA ERMITA,2020-04-03 16:00:00,16,4,4,2020,0,13.73,17.75,11.54
LA FLORA,2020-04-03 16:00:00,16,4,4,2020,0,13.73,17.75,11.54
P_2. ERA OBRERO,2020-04-03 16:00:00,16,4,4,2020,0,13.73,17.75,11.54
TRANSITORIA-NAVARRO,2020-04-03 16:00:00,16,4,4,2020,0,13.73,17.75,11.54
UNIVERSIDAD DEL VALLE,2020-04-03 16:00:00,16,4,4,2020,0,13.73,17.75,11.54
BASE AÉREA,2020-04-03 17:00:00,17,4,4,2020,0,17.46,15.16,9.85
CAÑAVERALEJO,2020-04-03 17:00:00,17,4,4,2020,0,17.46,15.16,9.85
LA ERMITA,2020-04-03 17:00:00,17,4,4,2020,0,17.46,15.16,9.85
LA FLORA,2020-04-03 17:00:00,17,4,4,2020,0,17.46,15.16,9.85
P_2. ERA OBRERO,2020-04-03 17:00:00,17,4,4,2020,0,17.46,15.16,9.85
TRANSITORIA-NAVARRO,2020-04-03 17:00:00,17,4,4,2020,0,17.46,15.16,9.85
UNIVERSIDAD DEL VALLE,2020-04-03 17:00:00,17,4,4,2020,0,17.46,15.16,9.85
